,Player Name,Player_ID
158,Amjad Javed,3554
159,"Amla, H M",3236
160,Ammad Uddin,4860
161,"Amre, P K",0069
162,Anamul Haque,3979
163,Anas Khan,4355
164,Anasim Khan,4862
165,"Anderson, C J",3983
166,"Anderson, J",4327
167,"Anderson, J H",0070
168,"Anderson, J M",3065
169,"Anderson, R W",0071
170,"Anderson, W M",0072
171,"Andrew, K V",0073
172,"Andrews, B",0074
173,"Andrews, T J E",0075
174,"Anefie, D K",5139
175,"Angara, J O",2612
176,"Angel, J",0076
177,Anisur Rehman,2614
178,"Ankad, R",5043
179,"Ankola, S A",0078
180,"Ankrah, D N A",5135
181,Ankur Sharma,4301
182,"Ansari, M",4471
183,"Ansari, Z S",4418
184,Anshuman Rath,4351
185,"Anthony, H A G",2615
186,"Anurasiri, S D",0079
187,Anwar Ali,3695
188,Anwar Hossain,3062
189,Anwar Hossain Monir,3052
190,Anwar Hussain,0820
191,Anwar Khan,0926
192,"Aponso, G J A",2616
193,"Aponso, M A",4580
194,"Appleyard, R",0082
195,"Appu, S",5015
196,"Apte, A L",0083
197,"Apte, M L",0084
198,Aqib Ilyas,4500
199,"Aquilina, S E",5013
200,"Arachchige, S",5187
201,Arafat Sunny,4267
202,"Aravind, S",4120
203,"Archer, A G",0085
204,"Archer, J C",4777
205,"Archer, K A",0086
206,"Archer, R G",0087
207,Arif Butt,0270
208,Ariful Haque,4735
209,"Arinaitwe, Z",5146
210,"Armitage, T",0089
211,"Armstrong, W W",0090
212,"Arnel, B J",3776
213,"Arnold, E G",0091
214,"Arnold, G G",0092
215,"Arnold, J",0093
216,"Arnold, R P",2098
217,"Arnott, K J",0094
218,"Arora, B",5009
219,"Arora, P",5080
220,Arsalan Qadir,3760
221,Arshad Ali,3193
222,Arshad Ayub,0107
223,Arshad Khan,2121
224,Arshad Laeeq,2617
225,Arshad Pervez,2618
226,"Arthurton, K L T",0095
227,"Arun, B",0096
228,Arun Lal,0970
229,Asad Ali,4218
230,Asad Mohammad,5114
231,Asad Shafiq,3798
232,"Asgarli, N R",0097
233,Asghar Afghan,3667
234,Asghar Ali,3198
235,Ashfaq Ahmed,1994
236,Ashfaq Ahmed,4721
237,Ashiqullah Said,5107
238,"Ashley, W H",0098
239,Ashraf Ali,0037
240,"Ashwin, R",3788
241,Asif Ali,4747
242,Asif Iqbal,0842
243,Asif Iqbal,4490
244,Asif Mahmood,2619
245,Asif Masood,1101
246,Asif Mujtaba,1231
247,Asim Butt,2620
248,Asim Kamal,3137
249,Asim Saeed,3192
250,"Astill, W E",0099
251,"Astle, N J",2046
252,"Astle, T D",3978
253,"Atai, S",5022
254,"Atapattu, M S",0100
255,Ata-Ur-Rehman,1799
256,"Ateak, S",5134
257,"Ateak, V",5141
258,Athar Ali Khan,2621
259,"Atherton, M A",0101
260,"Athey, C W J",0102
261,Atif Ali Khan,4616
262,Atif Mehmood,5005
263,Atif Rauf,1974
264,Atiq-Uz-Zaman,2214
265,"Atkinson, D S E",0103
266,"Atkinson, E S E",0104
267,"Atkinson , J J",3560
268,"Attewell, W",0105
269,"Aulakh, M S",3948
270,"Austin, I D",2622
271,"Austin, R A",0106
272,"Austin, R A",3709
273,Awais Ahmed,5002
274,Awais Malik,4910
275,Awais Zia,3942
276,"Awana, P",3982
277,"Ayannaike, A J",5122
278,"Azad, K",0108
279,Azam Khan,2070
280,Azeem Hafeez,0684
281,Azhar Ali,3816
282,Azhar Hossain,2623
283,Azhar Khan,0927
284,Azhar Mahmood,2113
285,Azhar Saeed,2624
286,"Azharuddin, M",0109
287,Aziz Mohammad,5101
288,Azmat Rana,1430
289,"Baaleri, F",5132
290,"Baard, S J",5023
291,Babar Ali,4866
292,Babar Azam,4425
293,Babar Hayat,4277
294,"Bacchus, S F A",0110
295,"Bacher, A A",0111
296,"Bacher, A M",2086
297,"Badani, H K",2625
298,"Badcock, C L",0112
299,"Badcock, F T",0113
300,"Badree, S",3959
301,"Badrinath, S",3608
302,"Bagabena, K S",5140
303,"Bagai, A",3079
304,"Bahutule, S V",2626
305,"Baichan, L",0114
306,"Baidwan, H S",3578
307,"Baig, A A",0115
308,"Bailey, G J",3929
309,"Bailey, M D",2627
310,"Bailey, R J",0116
311,"Bailey, T E",0117
312,"Bairstow, D L",0118
313,"Bairstow, J M",3900
314,"Baker, L S",3627
315,"Bakewell, A H",0119
316,"Bakiweyem, G",5172
317,"Bakker, P",2628
318,"Baksh, S",2629
319,"Bakum, R",5133
320,"Balaji, L",3057
321,"Balaji Rao, W D",3613
322,"Balakrishnan, V",5161
323,"Balaskas, X C",0121
324,"Balbirnie, A",3809
325,"Balderstone, J C",0122
326,Baljit Singh,5190
327,"Ball, J T",4568
328,"Ballance, G S",4234
329,"Bancroft, C T",4521
330,"Bandara, C M",2144
331,"Bandara, K M C",4564
332,"Bandarathilake, M R C",2143
333,"Banerjee, B",5037
334,"Banerjee, S A",0126
335,"Banerjee, S N",0125
336,"Banerjee, S T",0124
337,"Bangar, S B",2999
338,"Banks, O A C",3115
339,"Banner, A A",5054
340,"Banner, G",5088
341,"Banner, G G",5052
342,"Banner, H H",5051
343,"Bannerman, A C",0127
344,"Bannerman, C",0128
345,"Baptiste, E A E",0129
346,"Baqua Jilani, M",0130
347,"Barath, A B",3739
348,"Barber, R T",0131
349,"Barber, R W",0132
350,"Barber, W",0133
351,"Bardsley, W",0134
352,"Barlow, E J",0136
353,"Barlow, G D",0137
354,"Barlow, R G",0138
355,"Barnes, S F",0140
356,"Barnes, S G",0139
357,"Barnes, W",0141
358,"Barnett, B A",0142
359,"Barnett, C J",0143
360,"Barnett, G E F",3359
361,"Barnett, K J",0144
362,"Barnwell, C D",3857
363,"Barratt, F",0145
364,"Barresi, W",3807
365,"Barrett, A G",0146
366,"Barrett, J E",0147
367,"Barrington, K F",0148
368,"Barrow, I",0149
369,"Bartlett, E L",0150
370,"Bartlett, G A",0151
371,"Barton, P T",0152
372,"Barton, V A",0153
373,"Bascombe, M C",3905
374,"Bascombe, O",3575
375,"Basden, D M",3489
376,Basit Ali,0038
377,"Bastiampillai, T C",3479
378,"Bates, M D",3934
379,"Bates, W",0154
380,"Batty, G J",3064
381,"Batuwitarachchi, I P P",3555
382,"Bau, D",4602
383,"Bau, S",4528
384,"Baugh, C S",3113
385,"Baumgartner, H V",0155
386,"Bavuma, T",4370
387,Bazid Khan,3230
388,"Bean, G",0156
389,"Beard, D D",0157
390,"Beard, G R",0158
391,"Beaton, R R",4718
392,"Beaumont, R",0159
393,"Beck, J E F",0160
394,"Bedade, A C",2630
395,"Bedi, B S",0161
396,"Bedser, A V",0162
397,"Beer, M A",3843
398,"Begbie, D W",0163
399,"Behardien, F",3951
400,"Behrendorff, J P",4705
401,"Bell, A J",0164
402,"Bell, I R",3207
403,"Bell, M D",2163
404,"Bell, W",0165
405,"Benaud, J",0166
406,"Benaud, R",0167
407,"Benjamin, J E",1997
408,"Benjamin, K C G",0168
409,"Benjamin, W K M",0169
410,"Benkenstein, D M",2631
411,"Benn, S J",3543
412,"Bennett, H K",3829
413,"Bennett, M J",0170
414,"Benson, M R",0171
415,"Berenger, A R",4360
416,"Bernard, D E",3112
417,"Berrington, R D",3592
418,"Berry, R",0172
419,"Bess, B J",3800
420,"Bess, D M",4786
421,"Best, C A",0173
422,"Best, T L",3114
423,"Betancourt, N",0174
424,"Bevan, M G",2002
425,"Bhandari, A",2632
426,"Bhandari, B",4283
427,"Bhandari, L S",4813
428,"Bhandari, P",0175
429,"Bharat Patel, P",5075
430,"Bhardwaj, R Vijay",2188
431,"Bhat, A R",0176
432,"Bhattarai, A",4357
433,"Bhatti, R A",3876
434,"Bhatti, U",3360
435,"Bhudia, R L",3620
436,"Bhudia, S R",5175
437,Bhupinder Singh,2633
438,"Bichel, A J",2089
439,"Bicknell, M P",0177
440,"Biddappa, M P",4969
441,Bilal Asif,4481
442,Bilal Khan,4498
443,Bilawal Bhatti,4250
444,"Bilby, G P",0178
445,"Billcliff, I S",3080
446,"Billings, S W",4428
447,"Binks, J G",0179
448,"Binns, A P",0180
449,"Binny, R M H",0181
450,"Binny, S T R",4089
451,"Bird, J M",3992
452,"Bird, M C",0182
453,"Birkenshaw, J",0183
454,"Birkenstock, K",5024
455,"Birkett, L S",0184
456,"Birt, T R",3757
457,"Bishoo, D",3852
458,"Bishop, G A",2634
459,"Bishop, I R",0185
460,"Bisset, M",0187
461,"Bissett, G F",0186
462,"Black, M I",2250
463,"Blackham, J M",0188
464,"Blackie, D D J",0189
465,"Blackwell, I D",3045
466,"Blackwood, J",4312
467,"Blain, J A R",2635
468,"Blain, T E",0190
469,"Blair, B R",2636
470,"Blair, R W",0191
471,"Blake, C C",4982
472,"Blake, D L",3226
473,"Blakeney, G",3660
474,"Blakey, R J",0192
475,"Blanckenberg, J M",0193
476,"Bland, K C",0194
477,"Blewett, G S",2013
478,"Bligh, I F W",0195
479,"Blignaut, A M",2637
480,"Blundell, T A",4624
481,"Blunt, R C",0196
482,"Blythe, C",0197
483,"Board, J H",0198
484,"Bock, E G",0199
485,"Bodi, G H",3497
486,"Bohara, A",4846
487,"Boje, N",2210
488,"Boland, S M",4511
489,"Bollinger, D E",3631
490,"Bolton, B A",0200
491,"Bolus, J B",0201
492,"Bond, G E",0202
493,"Bond, S E",2996
494,"Bonner, N E",3902
495,"Bonnor, G J",0203
496,"Boock, S L",0204
497,"Boon, D C",0205
498,"Booth, B C",0206
499,"Booth, W",0207
500,"Bopara, R S",3460
501,"Borde, C G",0208
502,"Borden, D C",3428
503,"Border, A R",0209
504,"Borren, P W",3409
505,"Borthwick, S G",3882
506,"Bosanquet, B J T",0210
507,"Bosch, T",0211
508,"Bose, G",2638
509,"Bosman, L L",3436
510,"Boteju, J W H",2639
511,"Botha, A C",3382
512,"Botha, J",3329
513,"Botham, I T",0212
514,"Botten, J T",0213
515,"Boucher, M V",2116
516,"Boult, T A",3924
517,"Bowden, M P",0214
518,"Bowes, W E",0215
519,"Bowley, E H",0216
520,"Boyce, C J",4330
521,"Boyce, K D",0217
522,"Boycott, G",0218
523,"Boyle, H F",0219
524,"Bracewell, B P",0220
525,"Bracewell, D A J",3911
526,"Bracewell, J G",0221
527,"Bracken, N W",2640
528,"Bradburn, G E",0222
529,"Bradburn, W P",0223
530,"Bradley, W M",0224
531,"Bradman, D G",0225
532,"Bradshaw, I D R",3174
533,"Brain, D H",0226
534,"Brandes, E A",0227
535,"Brann, W H",0228
536,"Brathwaite, C R",3908
537,"Brathwaite, K C",3863
538,"Braund, L C",0229
539,"Bravo, D J J",3166
540,"Bravo, D M",3703
541,"Bray, J P",3383
542,"Brearley, J M",0230
543,"Brearley, W",0231
544,"Breese, G R",3053
545,"Brennan, D V",0232
546,"Brent, G B",2194
547,"Bresnan, T T",3396
548,"Briant, G A",0233
549,"Briggs, D R",3940
550,"Briggs, J",0234
551,"Bright, R J",0235
552,"Brinkley, J E",2641
553,"Briscoe, A W",0236
554,"Britton, S A",3715
555,"Broad, B C",0237
556,"Broad, S C J",3434
557,"Brockwell, W",0238
558,"Bromfield, H D",0239
559,"Bromley, E H",0240
560,"Bromley-Davenport, H R",0241
561,"Brookes, D",0242
562,"Broom, N T",3634
563,"Brown, A",0243
564,"Brown, A D",2642
565,"Brown, D",3005
566,"Brown, D J",0244
567,"Brown, D R",2643
568,"Brown, F R",0245
569,"Brown, G",0246
570,"Brown, J T",0247
571,"Brown, L S",0248
572,"Brown, R D",2644
573,"Brown, S J E",2063
574,"Brown, V R",0249
575,"Brown, W A",0250
576,"Browne, B S",2645
577,"Browne, C O",2020
578,"Browne, C R",0251
579,"Browne, P A",3523
580,"Brownlie, D G",3840
581,"Bruce, T C",4623
582,"Bruce, W",0252
583,"Bruk-Jackson, G K",1982
584,"Bryan, H R",2646
585,"Bryson, R E",2647
586,"Buckenham, C P",0253
587,"Budayair, N B",4284
588,"Budge, D E",4788
589,"Bulfin, C E",2648
590,"Bumrah, J J",4062
591,"Burge, P J P",0254
592,"Burger, A J",3070
593,"Burger, C G D",0255
594,"Burger, L J",3075
595,"Burger, S F",3094
596,"Burgess, M G",0256
597,"Burke, C",0257
598,"Burke, J W",0258
599,"Burke, S F",0259
600,"Burl, R P",4645
601,"Burmester, M G",0261
602,"Burn, K E",0262
603,"Burnett, C G",4223
604,"Burns, J A",4369
605,"Burns, R J",4831
606,"Burton, F J",0263
607,"Burtt, T B",0264
608,"Butchart, I P",2018
609,"Butcher, A R",0265
610,"Butcher, B F",0266
611,"Butcher, M A",2099
612,"Butcher, R O",0267
613,"Butler, D C",3290
614,"Butler, H J",0268
615,"Butler, I G",3011
616,"Butler, L S",0269
617,"Butt, H R",0271
618,"Butt, K H",3563
619,"Butterfield, L A",0273
620,"Buttler, J C",3888
621,"Butts, C G",0274
622,"Buurman, A F",3483
623,"Buys, I D",0276
624,"Bynoe, M R",0277
625,"Caddick, A R",0278
626,"Cairns, B L",0279
627,"Cairns, C L",0280
628,"Callaghan, D J",2649
629,"Callaway, S T",0281
630,"Callen, I W",0282
631,"Callender, R G",2650
632,"Calthorpe, F S G",0283
633,"Camacho, G S",0284
634,"Cameron, F J",0285
635,"Cameron, F J",0286
636,"Cameron, H B",0287
637,"Cameron, J H",0288
638,"Cameron, S J",4725
639,"Cameron-Dow, J",4927
640,"Campbell, A D R",0289
641,"Campbell, G D",0290
642,"Campbell, J D",4840
643,"Campbell, R J",3007
644,"Campbell, S L",2015
645,"Campbell, T",0291
646,"Cann, L O B",3366
647,"Canning, T K",3155
648,"Cantrell, P E",2651
649,"Capel, D J",0292
650,"Carberry, M A",3774
651,"Carew, G M",0294
652,"Carew, M C",0293
653,"Carey, A T",4726
654,"Carkeek, W",0295
655,"Carlisle, S V",2016
656,"Carlson, P H",0296
657,"Carlstein, P R",0297
658,"Carr, A W",0298
659,"Carr, D B",0299
660,"Carr, D W",0300
661,"Carroll, K E D",3458
662,"Carter, C",4489
663,"Carter, C P",0301
664,"Carter, H",0302
665,"Carter, J L",4373
666,"Carter, N M",4005
667,"Cartwright, H W R",4621
668,"Cartwright, T W",0303
669,"Casson, B",3551
670,"Catterall, R H",0304
671,"Cave, H B",0305
672,"Celestine, J J",3490
673,"Chahal, Y S",4063
674,"Chahar, D L",4557
675,"Chakabva, R W",3622
676,"Challenor, G",0306
677,"Chalmers, S J",3706
678,"Chameera, P V D",4380
679,"Chandana, U D U",2177
680,"Chanderpaul, S",1979
681,"Chandimal, L D",3779
682,"Chandra, V D",5076
683,"Chandran, P",5038
684,"Chandrasekhar, B S",0307
685,"Chandrasekhar, V B",2652
686,"Chandrika, R",4431
687,"Chang, H S",0308
688,"Chapman, A P F",0309
689,"Chapman, H W",0310
690,"Chapman, M S",4278
691,"Chappell, C J D",2653
692,"Chappell, G S",0311
693,"Chappell, I M",0312
694,"Chappell, T M",0313
695,"Chapple, G",3394
696,"Chapple, M E",0314
697,"Chari, B B",4336
698,"Charles, J",3903
699,"Charlton, P C",0315
700,"Charlwood, H R J",0316
701,"Chase, P K D",4375
702,"Chase, R L",4570
703,"Chatara, T L",3792
704,"Chatfield, E J",0317
705,"Chattergoon, S",3358
706,"Chatterjee, U",2654
707,"Chatterton, W",0318
708,"Chauhan, C P S",0319
709,"Chauhan, R K",0320
710,"Chawla, P P",3351
711,"Cheetham, J E",0321
712,"Cheruparambil, M",3182
713,"Chevalier, G A",0322
714,"Chibhabha, C J",3320
715,"Chigumbura, E",3167
716,"Chikkannaiah, V B",5092
717,"Childs, J H",0323
718,"Chilia, J W",4983
719,"Chinouya, M T",4227
720,"Chipperfield, A G",0324
721,Chirag Suri,4660
722,"Chisoro, T S",4483
723,"Chopra, A",3136
724,"Chopra, N",2212
725,"Chowdhury, N R",0325
726,"Christian, D O",3904
727,"Christian, D T",3766
728,"Christiani, C M",0326
729,"Christiani, R J",0327
730,"Christie, K",4603
731,"Christopherson, S",0328
732,"Christy, J A J",0329
733,"Chubb, G W A",0330
734,"Chudasama, D N",2655
735,"Chumney, D R",3081
736,"Clark, E W",0331
737,"Clark, S R",3326
738,"Clark, W M",0332
739,"Clarke, C B",0333
740,"Clarke, M J",3067
741,"Clarke, N E",2656
742,"Clarke, R",3123
743,"Clarke, S T",0334
744,"Clay, J C",0335
745,"Cleverley, D C",0336
746,"Cloete, G L",4818
747,"Close, D B",0337
748,"Cochran, J A K",0338
749,"Codrington, A",3082
750,"Codrington, G R",3377
751,"Coen, S K",0339
752,"Coetzer, K J",3607
753,"Colah, S H M",0340
754,"Coldwell, L J",0341
755,"Coleman, F R J",4220
756,"Colley, D J",0342
757,"Collinge, R O",0343
758,"Collingwood, P D",2973
759,"Collins, H L",0344
760,"Collins, P T",2172
761,"Collymore, C D",2180
762,"Colquhoun, I A",0345
763,"Coman, P G",2657
764,"Commaille, J M M",0346
765,"Commins, J B",2011
766,"Compton, D C S",0347
767,"Compton, N R D",3977
768,"Coney, J V",0348
769,"Congdon, B E",0349
770,"Coningham, A",0350
771,"Connell, P",3582
772,"Connolly, A N",0351
773,"Constantine, L N",0352
774,"Contractor, N J",0353
775,"Conyngham, D P",0354
776,"Cook, A N",3349
777,"Cook, C",0355
778,"Cook, F J",0356
779,"Cook, G",0357
780,"Cook, N G B",0358
781,"Cook, S C",4518
782,"Cook, S H",2119
783,"Cook, S J",0359
784,"Cooper, A H C",0360
785,"Cooper, B B",0361
786,"Cooper, B N",4231
787,"Cooper, T L W",3794
788,"Cooper, W H",0362
789,"Cope, G A",0363
790,"Copeland, T A",3886
791,"Copson, W H",0364
792,"Cork, D G",2024
793,"Corling, G E",0365
794,"Cornford, W L",0366
795,"Cosgrove, M J",3357
796,"Cosier, G J",0367
797,"Cottam, J T",0368
798,"Cottam, R M H",0369
799,"Cotter, A",0370
800,"Cottrell, S S",4249
801,"Coulter-Nile, N M",4001
802,"Coulthard, G",0371
803,"Coventry, C J",0372
804,"Coventry, C K",3128
805,"Cowan, E J M",3926
806,"Cowans, N G",0373
807,"Cowdrey, C S",0374
808,"Cowdrey, M C",0375
809,"Cowie, J",0376
810,"Cowper, R M",0377
811,"Cox, J L",0378
812,"Coxon, A",0379
813,"Craig, I D",0380
814,"Craig, M D",4308
815,"Crandon, R T",3732
816,"Crane, M S",4691
817,"Cranston, J",0381
818,"Cranston, K",0382
819,"Crapp, J F",0383
820,"Crawford, J N",0385
821,"Crawford, W P A",0384
822,"Crawley, J P",1996
823,"Cremer, A G",3246
824,"Cresswell, G F",0386
825,"Cripps, G",0387
826,"Crisp, R J",0388
827,"Crocker, G J",0389
828,"Crockwell, F S",3659
829,"Croft, C E H",0390
830,"Croft, R D B",2064
831,"Cromb, I B",0391
832,"Cronje, W J",0392
833,"Crookes, D N",2658
834,"Cross, M H",4221
835,"Crowe, J J",0393
836,"Crowe, M D",0394
837,"Cuffy, C E",2007
838,"Cullen, D J",3356
839,"Cullinan, D J",0395
840,"Cumming, C D",3153
841,"Cummins, A C",0396
842,"Cummins, M L",4269
843,"Cummins, P J",3909
844,"Cunis, R S",0397
845,"Curnow, S H",0398
846,"Curran, K M",2659
847,"Curran, S M",4787
848,"Curran, T K",4693
849,"Curtis, T S",0399
850,"Cusack, A R",3475
851,"Cutinho, J",5057
852,"Cuttell, W R",0400
853,"Cutting, B C J",3995
854,"Da Costa, O C",0404
855,"Dabengwa, K M",3294
856,"Daesrath, D",3961
857,"Dahiya, V",2247
858,"Dahyabhai Ahir, D K",5074
859,"Dai, M D",4345
860,"Dala, C J",4739
861,"Dale, A C",2140
862,"Dalpat, A",0405
863,"Dalrymple, J W M",3395
864,"Dalton, E L",0406
865,"Dananjaya, A",3973
866,"Dani, H T",0408
867,"Daniel, W W",0409
868,"Danladi, I",5130
869,"D'Arcy, J W",0401
870,"Darling, J",0410
871,"Darling, L S",0411
872,"Darling, W M",0412
873,"Das, S  S",2243
874,"Dasgupta, D",2989
875,"Dassanayake, P B",1970
876,"Davey, J H",3795
877,"David, N A",2660
878,"David, R R",3602
879,"Davids, H",3987
880,"Davidson, A K",0413
881,"Davies, A G",2661
882,"Davies, E Q",0414
883,"Davies, S G",2662
884,"Davies, S M",3677
885,"Davin, N",5142
886,"Davis, B A",0415
887,"Davis, C A",0416
888,"Davis, H T",1992
889,"Davis, I C",0417
890,"Davis, S P",0418
891,"Davis, W W",0419
892,"Davison, J M",3083
893,Dawlat Ahmadzai,3673
894,Dawlat Zadran,3875
895,"Dawood, J J",3723
896,"Dawson, A C",2663
897,"Dawson, E W",0420
898,"Dawson, L A",4566
899,"Dawson, O C",0421
900,"Dawson, R K J",3002
901,"De Alwis, R G",0422
902,"de Bruyn, T B",4634
903,"de Bruyn, Z",3235
904,"De Caires, F I",0423
905,"De Courcy, J H",0424
906,"De Freitas, P A J",0425
907,"de Grandhomme, C",3936
908,"De Groen, R P",0426
909,"De Groot, N A",3084
910,"de Grooth, T N",3424
911,"de Kock, Q",3988
912,"de Lange, C D",4437
913,"de Lange, M",3927
914,"de Leede, B F W",4791
915,"de Leede, T B M",2664
916,"De Mel, A L F",0427
917,"De Saram, S I",2196
918,"de Silva, A M",0428
919,"De Silva, D L S",2665
920,"de Silva, D M",4472
921,"De Silva, D S",0429
922,"De Silva, E A R",0430
923,"De Silva, G N",2666
924,"de Silva, G R A",0431
925,"de Silva, K S C",2096
926,"de Silva, P A",0432
927,"de Silva, P C",4270
928,"de Silva, P W H",4696
929,"de Silva, S K L",2120
930,"de Silva, S T",4638
931,"de Silva, W R S",3027
932,"de Villiers, A B",3241
933,"De Villiers, P S",0433
934,"de Wet, F",3744
935,"Dean, A S",3678
936,"Dean, H",0434
937,"Deane, H G",0435
938,"Dekker, M H",1983
939,"Dell, A R",0436
940,"Dempster, C S",0437
941,"Dempster, E W",0438
942,"Denly, J L",3724
943,"Denness, M H",0439
944,"Dennis, F A",2667
945,"Denton, D",0440
946,"Deonarine, N",3276
947,"Depeiza, C",0441
948,"Dernbach, J W",3865
949,"Desai, J H",3217
950,"Desai, P A",3778
951,"Desai, R B",0442
952,"Devcich, A P",4248
953,"Dewdney, D T",0444
954,"Dewes, J G",0445
955,"Dexter, E R",0446
956,"Dhaniram, S",3361
957,"Dhanraj, R",2008
958,"Dharmani, P",2668
959,"Dharmasena, H D P K",1971
960,"Dhawan, R",4064
961,"Dhawan, S",3832
962,"Dhillon, H S",3362
963,Dhiman Ghosh,3535
964,"Dhoni, M S",3243
965,"Di Venuto, M J",2669
966,"Diamanti, B J",3645
967,"Dias, R L",0447
968,"Dick, A E",0448
969,"Dickinson, G R",0449
970,"Dickwella, N",4316
971,"Diepeveen, W P",3897
972,"Dighe, S S",2670
973,Dilawar Hussain,0821
974,"Dilhara, L H D",3289
975,"Dilley, G R",0450
976,"Dillon, M V",2097
977,"Dilshan, T M",2197
978,"Dinda, A B",3740
979,"Dipakkumar Patel, N",5073
980,"Dippenaar, H H",2190
981,"Dipper, A E",0451
982,"Divecha, R V",0452
983,"Dixon, C D",0453
984,"Dockrell, G H",3752
985,"Dodemaide, A I C",0454
986,"Doggart, G H G",0455
987,"Doherty, X J",3834
988,Dolar Mahmud,3549
989,"D'Oliveira, B L",0402
990,"Dollery, H E",0456
991,"Dolphin, A",0457
992,"Donald, A A",0458
993,"Donnan, H",0459
994,"Donnelly, M P",0460
995,"Doolan, A J",4265
996,"Dooland, B",0461
997,"Dorey, B R",3338
